# UCA Version: 3.1.1d6/3.2.0
# Generated:   2002-07-02,18:49:23 GMT [MD]
0009 0021;	0009
1633 0021;	1633
1633 0061;	1633
1633 0041;	1633
1633 00E1;	1633
1633 0062;	1633
1634 0021;	1634
1634 0061;	1634
1634 0041;	1634
1634 00E1;	1634
1634 0062;	1634
1635 0021;	1635
1635 0061;	1635
1635 0041;	1635
1635 00E1;	1635
1635 0062;	1635
1636 0021;	1636
1636 0061;	1636
1636 0041;	1636
1636 00E1;	1636
1636 0062;	1636
1637 0021;	1637
1637 0061;	1637
1637 0041;	1637
1637 00E1;	1637
1637 0062;	1637
1638 0021;	1638
1638 0061;	1638
1638 0041;	1638
1638 00E1;	1638
1638 0062;	1638
1639 0021;	1639
1639 0061;	1639
1639 0041;	1639
1639 00E1;	1639
1639 0062;	1639
163A 0021;	163A
163A 0061;	163A
163A 0041;	163A
163A 00E1;	163A
163A 0062;	163A
163B 0021;	163B
163B 0061;	163B
163B 0041;	163B
163B 00E1;	163B
163B 0062;	163B
163C 0021;	163C
163C 0061;	163C
163C 0041;	163C
163C 00E1;	163C
163C 0062;	163C
163D 0021;	163D
163D 0061;	163D
163D 0041;	163D
163D 00E1;	163D
163D 0062;	163D
163E 0021;	163E
163E 0061;	163E
163E 0041;	163E
163E 00E1;	163E
163E 0062;	163E
163F 0021;	163F
163F 0061;	163F
163F 0041;	163F
163F 00E1;	163F
163F 0062;	163F
1640 0021;	1640
1640 0061;	1640
1640 0041;	1640
1640 00E1;	1640
1640 0062;	1640
1641 0021;	1641
1641 0061;	1641
1641 0041;	1641
1641 00E1;	1641
1641 0062;	1641
1642 0021;	1642
1642 0061;	1642
1642 0041;	1642
1642 00E1;	1642
1642 0062;	1642
1643 0021;	1643
1643 0061;	1643
1643 0041;	1643
1643 00E1;	1643
1643 0062;	1643
1644 0021;	1644
1644 0061;	1644
1644 0041;	1644
1644 00E1;	1644
1644 0062;	1644
1645 0021;	1645
1645 0061;	1645
1645 0041;	1645
1645 00E1;	1645
1645 0062;	1645
1646 0021;	1646
1646 0061;	1646
1646 0041;	1646
1646 00E1;	1646
1646 0062;	1646
1647 0021;	1647
1647 0061;	1647
1647 0041;	1647
1647 00E1;	1647
1647 0062;	1647
1648 0021;	1648
1648 0061;	1648
1648 0041;	1648
1648 00E1;	1648
1648 0062;	1648
1649 0021;	1649
1649 0061;	1649
1649 0041;	1649
1649 00E1;	1649
1649 0062;	1649
164A 0021;	164A
164A 0061;	164A
164A 0041;	164A
164A 00E1;	164A
164A 0062;	164A
164B 0021;	164B
164B 0061;	164B
164B 0041;	164B
164B 00E1;	164B
164B 0062;	164B
164C 0021;	164C
164C 0061;	164C
164C 0041;	164C
164C 00E1;	164C
164C 0062;	164C
164D 0021;	164D
164D 0061;	164D
164D 0041;	164D
164D 00E1;	164D
164D 0062;	164D
164E 0021;	164E
164E 0061;	164E
164E 0041;	164E
164E 00E1;	164E
164E 0062;	164E
164F 0021;	164F
164F 0061;	164F
164F 0041;	164F
164F 00E1;	164F
164F 0062;	164F
1650 0021;	1650
1650 0061;	1650
1650 0041;	1650
1650 00E1;	1650
1650 0062;	1650
1651 0021;	1651
1651 0061;	1651
1651 0041;	1651
1651 00E1;	1651
1651 0062;	1651
1652 0021;	1652
1652 0061;	1652
1652 0041;	1652
1652 00E1;	1652
1652 0062;	1652
1653 0021;	1653
1653 0061;	1653
1653 0041;	1653
1653 00E1;	1653
1653 0062;	1653
1654 0021;	1654
1654 0061;	1654
1654 0041;	1654
1654 00E1;	1654
1654 0062;	1654
1655 0021;	1655
1655 0061;	1655
1655 0041;	1655
1655 00E1;	1655
1655 0062;	1655
1656 0021;	1656
1656 0061;	1656
1656 0041;	1656
1656 00E1;	1656
1656 0062;	1656
1657 0021;	1657
1657 0061;	1657
1657 0041;	1657
1657 00E1;	1657
1657 0062;	1657
1658 0021;	1658
1658 0061;	1658
1658 0041;	1658
1658 00E1;	1658
1658 0062;	1658
1659 0021;	1659
1659 0061;	1659
1659 0041;	1659
1659 00E1;	1659
1659 0062;	1659
165A 0021;	165A
165A 0061;	165A
165A 0041;	165A
165A 00E1;	165A
165A 0062;	165A
165B 0021;	165B
165B 0061;	165B
165B 0041;	165B
165B 00E1;	165B
165B 0062;	165B
165C 0021;	165C
165C 0061;	165C
165C 0041;	165C
165C 00E1;	165C
165C 0062;	165C
165D 0021;	165D
165D 0061;	165D
165D 0041;	165D
165D 00E1;	165D
165D 0062;	165D
165E 0021;	165E
165E 0061;	165E
165E 0041;	165E
165E 00E1;	165E
165E 0062;	165E
165F 0021;	165F
165F 0061;	165F
165F 0041;	165F
165F 00E1;	165F
165F 0062;	165F
1660 0021;	1660
1660 0061;	1660
1660 0041;	1660
1660 00E1;	1660
1660 0062;	1660
1661 0021;	1661
1661 0061;	1661
1661 0041;	1661
1661 00E1;	1661
1661 0062;	1661
1662 0021;	1662
1662 0061;	1662
1662 0041;	1662
1662 00E1;	1662
1662 0062;	1662
1663 0021;	1663
1663 0061;	1663
1663 0041;	1663
1663 00E1;	1663
1663 0062;	1663
1664 0021;	1664
1664 0061;	1664
1664 0041;	1664
1664 00E1;	1664
1664 0062;	1664
1665 0021;	1665
1665 0061;	1665
1665 0041;	1665
1665 00E1;	1665
1665 0062;	1665
1666 0021;	1666
1666 0061;	1666
1666 0041;	1666
1666 00E1;	1666
1666 0062;	1666
1667 0021;	1667
1667 0061;	1667
1667 0041;	1667
1667 00E1;	1667
1667 0062;	1667
1668 0021;	1668
1668 0061;	1668
1668 0041;	1668
1668 00E1;	1668
1668 0062;	1668
1669 0021;	1669
1669 0061;	1669
1669 0041;	1669
1669 00E1;	1669
1669 0062;	1669
166A 0021;	166A
166A 0061;	166A
166A 0041;	166A
166A 00E1;	166A
166A 0062;	166A
166B 0021;	166B
166B 0061;	166B
166B 0041;	166B
166B 00E1;	166B
166B 0062;	166B
166C 0021;	166C
166C 0061;	166C
166C 0041;	166C
166C 00E1;	166C
166C 0062;	166C
1681 0021;	1681
1681 0061;	1681
1681 0041;	1681
1681 00E1;	1681
1681 0062;	1681
1682 0021;	1682
1682 0061;	1682
1682 0041;	1682
1682 00E1;	1682
1682 0062;	1682
1683 0021;	1683
1683 0061;	1683
1683 0041;	1683
1683 00E1;	1683
1683 0062;	1683
1684 0021;	1684
1684 0061;	1684
1684 0041;	1684
1684 00E1;	1684
1684 0062;	1684
1685 0021;	1685
1685 0061;	1685
1685 0041;	1685
1685 00E1;	1685
1685 0062;	1685
1686 0021;	1686
1686 0061;	1686
1686 0041;	1686
1686 00E1;	1686
1686 0062;	1686
1687 0021;	1687
1687 0061;	1687
1687 0041;	1687
1687 00E1;	1687
1687 0062;	1687
1688 0021;	1688
1688 0061;	1688
1688 0041;	1688
1688 00E1;	1688
1688 0062;	1688
1689 0021;	1689
1689 0061;	1689
1689 0041;	1689
1689 00E1;	1689
1689 0062;	1689
168A 0021;	168A
168A 0061;	168A
168A 0041;	168A
168A 00E1;	168A
168A 0062;	168A
168B 0021;	168B
168B 0061;	168B
168B 0041;	168B
168B 00E1;	168B
168B 0062;	168B
168C 0021;	168C
168C 0061;	168C
168C 0041;	168C
168C 00E1;	168C
168C 0062;	168C
168D 0021;	168D
168D 0061;	168D
168D 0041;	168D
168D 00E1;	168D
168D 0062;	168D
168E 0021;	168E
168E 0061;	168E
168E 0041;	168E
168E 00E1;	168E
168E 0062;	168E
168F 0021;	168F
168F 0061;	168F
168F 0041;	168F
168F 00E1;	168F
168F 0062;	168F
1690 0021;	1690
1690 0061;	1690
1690 0041;	1690
1690 00E1;	1690
1690 0062;	1690
1691 0021;	1691
1691 0061;	1691
1691 0041;	1691
1691 00E1;	1691
1691 0062;	1691
1692 0021;	1692
1692 0061;	1692
1692 0041;	1692
1692 00E1;	1692
1692 0062;	1692
1693 0021;	1693
1693 0061;	1693
1693 0041;	1693
1693 00E1;	1693
1693 0062;	1693
1694 0021;	1694
1694 0061;	1694
1694 0041;	1694
1694 00E1;	1694
1694 0062;	1694
1695 0021;	1695
1695 0061;	1695
1695 0041;	1695
1695 00E1;	1695
1695 0062;	1695
1696 0021;	1696
1696 0061;	1696
1696 0041;	1696
1696 00E1;	1696
1696 0062;	1696
1697 0021;	1697
1697 0061;	1697
1697 0041;	1697
1697 00E1;	1697
1697 0062;	1697
1698 0021;	1698
1698 0061;	1698
1698 0041;	1698
1698 00E1;	1698
1698 0062;	1698
1699 0021;	1699
1699 0061;	1699
1699 0041;	1699
1699 00E1;	1699
1699 0062;	1699
169A 0021;	169A
169A 0061;	169A
169A 0041;	169A
169A 00E1;	169A
169A 0062;	169A
16A0 0021;	16A0
16A1 0021;	16A1
16A0 0061;	16A0
16A0 0041;	16A0
16A0 00E1;	16A0
16A1 0061;	16A1
16A1 0041;	16A1
16A1 00E1;	16A1
16A0 0062;	16A0
16A1 0062;	16A1
16A2 0021;	16A2
16A4 0021;	16A4
16A5 0021;	16A5
16A2 0061;	16A2
16A2 0041;	16A2
16A2 00E1;	16A2
16A4 0061;	16A4
16A4 0041;	16A4
16A4 00E1;	16A4
16A5 0061;	16A5
16A5 0041;	16A5
16A5 00E1;	16A5
16A2 0062;	16A2
16A4 0062;	16A4
16A5 0062;	16A5
16A6 0021;	16A6
16A7 0021;	16A7
16A6 0061;	16A6
16A6 0041;	16A6
16A6 00E1;	16A6
16A7 0061;	16A7
16A7 0041;	16A7
16A7 00E1;	16A7
16A6 0062;	16A6
16A7 0062;	16A7
16F0 0021;	16F0
16F0 0061;	16F0
16F0 0041;	16F0
16F0 00E1;	16F0
16F0 0062;	16F0
16A8 0021;	16A8
16A9 0021;	16A9
16AC 0021;	16AC
16AD 0021;	16AD
16AE 0021;	16AE
16A8 0061;	16A8
16A8 0041;	16A8
16A8 00E1;	16A8
16A9 0061;	16A9
16A9 0041;	16A9
16A9 00E1;	16A9
16AC 0061;	16AC
16AC 0041;	16AC
16AC 00E1;	16AC
16AD 0061;	16AD
16AD 0041;	16AD
16AD 00E1;	16AD
16AE 0061;	16AE
16AE 0041;	16AE
16AE 00E1;	16AE
16A8 0062;	16A8
16A9 0062;	16A9
16AC 0062;	16AC
16AD 0062;	16AD
16AE 0062;	16AE
16AF 0021;	16AF
16AF 0061;	16AF
16AF 0041;	16AF
16AF 00E1;	16AF
16AF 0062;	16AF
16B0 0021;	16B0
16B0 0061;	16B0
16B0 0041;	16B0
16B0 00E1;	16B0
16B0 0062;	16B0
16B1 0021;	16B1
16B1 0061;	16B1
16B1 0041;	16B1
16B1 00E1;	16B1
16B1 0062;	16B1
16B2 0021;	16B2
16B3 0021;	16B3
16B4 0021;	16B4
16B5 0021;	16B5
16B6 0021;	16B6
16B2 0061;	16B2
16B2 0041;	16B2
16B2 00E1;	16B2
16B3 0061;	16B3
16B3 0041;	16B3
16B3 00E1;	16B3
16B4 0061;	16B4
16B4 0041;	16B4
16B4 00E1;	16B4
16B5 0061;	16B5
16B5 0041;	16B5
16B5 00E1;	16B5
16B6 0061;	16B6
16B6 0041;	16B6
16B6 00E1;	16B6
16B2 0062;	16B2
16B3 0062;	16B3
16B4 0062;	16B4
16B5 0062;	16B5
16B6 0062;	16B6
16B7 0021;	16B7
16B7 0061;	16B7
16B7 0041;	16B7
16B7 00E1;	16B7
16B7 0062;	16B7
16B9 0021;	16B9
16E9 0021;	16E9
16B9 0061;	16B9
16B9 0041;	16B9
16B9 00E1;	16B9
16E9 0061;	16E9
16E9 0041;	16E9
16E9 00E1;	16E9
16B9 0062;	16B9
16E9 0062;	16E9
16BA 0021;	16BA
16BB 0021;	16BB
16BC 0021;	16BC
16BD 0021;	16BD
16BA 0061;	16BA
16BA 0041;	16BA
16BA 00E1;	16BA
16BB 0061;	16BB
16BB 0041;	16BB
16BB 00E1;	16BB
16BC 0061;	16BC
16BC 0041;	16BC
16BC 00E1;	16BC
16BD 0061;	16BD
16BD 0041;	16BD
16BD 00E1;	16BD
16BA 0062;	16BA
16BB 0062;	16BB
16BC 0062;	16BC
16BD 0062;	16BD
16BE 0021;	16BE
16BF 0021;	16BF
16C0 0021;	16C0
16BE 0061;	16BE
16BE 0041;	16BE
16BE 00E1;	16BE
16BF 0061;	16BF
16BF 0041;	16BF
16BF 00E1;	16BF
16C0 0061;	16C0
16C0 0041;	16C0
16C0 00E1;	16C0
16BE 0062;	16BE
16BF 0062;	16BF
16C0 0062;	16C0
16C1 0021;	16C1
16C2 0021;	16C2
16C1 0061;	16C1
16C1 0041;	16C1
16C1 00E1;	16C1
16C2 0061;	16C2
16C2 0041;	16C2
16C2 00E1;	16C2
16C1 0062;	16C1
16C2 0062;	16C2
16C3 0021;	16C3
16C4 0021;	16C4
16C3 0061;	16C3
16C3 0041;	16C3
16C3 00E1;	16C3
16C4 0061;	16C4
16C4 0041;	16C4
16C4 00E1;	16C4
16C3 0062;	16C3
16C4 0062;	16C4
16C5 0021;	16C5
16C6 0021;	16C6
16C5 0061;	16C5
16C5 0041;	16C5
16C5 00E1;	16C5
16C6 0061;	16C6
16C6 0041;	16C6
16C6 00E1;	16C6
16C5 0062;	16C5
16C6 0062;	16C6
16EE 0021;	16EE
16EE 0061;	16EE
16EE 0041;	16EE
16EE 00E1;	16EE
16EE 0062;	16EE
16C7 0021;	16C7
16C7 0061;	16C7
16C7 0041;	16C7
16C7 00E1;	16C7
16C7 0062;	16C7
16C8 0021;	16C8
16D5 0021;	16D5
16C8 0061;	16C8
16C8 0041;	16C8
16C8 00E1;	16C8
16D5 0061;	16D5
16D5 0041;	16D5
16D5 00E1;	16D5
16C8 0062;	16C8
16D5 0062;	16D5
16C9 0021;	16C9
16C9 0061;	16C9
16C9 0041;	16C9
16C9 00E1;	16C9
16C9 0062;	16C9
16CA 0021;	16CA
16CB 0021;	16CB
16EA 0021;	16EA
16CC 0021;	16CC
16CD 0021;	16CD
16CE 0021;	16CE
16CA 0061;	16CA
16CA 0041;	16CA
16CA 00E1;	16CA
16CB 0061;	16CB
16CB 0041;	16CB
16CB 00E1;	16CB
16EA 0061;	16EA
16EA 0041;	16EA
16EA 00E1;	16EA
16CC 0061;	16CC
16CC 0041;	16CC
16CC 00E1;	16CC
16CD 0061;	16CD
16CD 0041;	16CD
16CD 00E1;	16CD
16CE 0061;	16CE
16CE 0041;	16CE
16CE 00E1;	16CE
16CA 0062;	16CA
16CB 0062;	16CB
16EA 0062;	16EA
16CC 0062;	16CC
16CD 0062;	16CD
16CE 0062;	16CE
16CF 0021;	16CF
16D0 0021;	16D0
16D1 0021;	16D1
16CF 0061;	16CF
16CF 0041;	16CF
16CF 00E1;	16CF
16D0 0061;	16D0
16D0 0041;	16D0
16D0 00E1;	16D0
16D1 0061;	16D1
16D1 0041;	16D1
16D1 00E1;	16D1
16CF 0062;	16CF
16D0 0062;	16D0
16D1 0062;	16D1
16D2 0021;	16D2
16D3 0021;	16D3
16D4 0021;	16D4
16D2 0061;	16D2
16D2 0041;	16D2
16D2 00E1;	16D2
16D3 0061;	16D3
16D3 0041;	16D3
16D3 00E1;	16D3
16D4 0061;	16D4
16D4 0041;	16D4
16D4 00E1;	16D4
16D2 0062;	16D2
16D3 0062;	16D3
16D4 0062;	16D4
16D6 0021;	16D6
16D6 0061;	16D6
16D6 0041;	16D6
16D6 00E1;	16D6
16D6 0062;	16D6
16D7 0021;	16D7
16D8 0021;	16D8
16D9 0021;	16D9
16D7 0061;	16D7
16D7 0041;	16D7
16D7 00E1;	16D7
16D8 0061;	16D8
16D8 0041;	16D8
16D8 00E1;	16D8
16D9 0061;	16D9
16D9 0041;	16D9
16D9 00E1;	16D9
16D7 0062;	16D7
16D8 0062;	16D8
16D9 0062;	16D9
16EF 0021;	16EF
16EF 0061;	16EF
16EF 0041;	16EF
16EF 00E1;	16EF
16EF 0062;	16EF
16DA 0021;	16DA
16DB 0021;	16DB
16DA 0061;	16DA
16DA 0041;	16DA
16DA 00E1;	16DA
16DB 0061;	16DB
16DB 0041;	16DB
16DB 00E1;	16DB
16DA 0062;	16DA
16DB 0062;	16DB
16DC 0021;	16DC
16DD 0021;	16DD
16DC 0061;	16DC
16DC 0041;	16DC
16DC 00E1;	16DC
16DD 0061;	16DD
16DD 0041;	16DD
16DD 00E1;	16DD
16DC 0062;	16DC
16DD 0062;	16DD
16DE 0021;	16DE
16DE 0061;	16DE
16DE 0041;	16DE
16DE 00E1;	16DE
16DE 0062;	16DE
16DF 0021;	16DF
16DF 0061;	16DF
16DF 0041;	16DF
16DF 00E1;	16DF
16DF 0062;	16DF
16AA 0021;	16AA
16AA 0061;	16AA
16AA 0041;	16AA
16AA 00E1;	16AA
16AA 0062;	16AA
16AB 0021;	16AB
16AB 0061;	16AB
16AB 0041;	16AB
16AB 00E1;	16AB
16AB 0062;	16AB
16A3 0021;	16A3
16A3 0061;	16A3
16A3 0041;	16A3
16A3 00E1;	16A3
16A3 0062;	16A3
16E0 0021;	16E0
16E0 0061;	16E0
16E0 0041;	16E0
16E0 00E1;	16E0
16E0 0062;	16E0
16E3 0021;	16E3
16E3 0061;	16E3
16E3 0041;	16E3
16E3 00E1;	16E3
16E3 0062;	16E3
16B8 0021;	16B8
16B8 0061;	16B8
16B8 0041;	16B8
16B8 00E1;	16B8
16B8 0062;	16B8
16E4 0021;	16E4
16E4 0061;	16E4
16E4 0041;	16E4
16E4 00E1;	16E4
16E4 0062;	16E4
16E1 0021;	16E1
16E1 0061;	16E1
16E1 0041;	16E1
16E1 00E1;	16E1
16E1 0062;	16E1
16E2 0021;	16E2
16E2 0061;	16E2
16E2 0041;	16E2
16E2 00E1;	16E2
16E2 0062;	16E2
16E5 0021;	16E5
16E5 0061;	16E5
16E5 0041;	16E5
16E5 00E1;	16E5
16E5 0062;	16E5
16E6 0021;	16E6
16E7 0021;	16E7
16E8 0021;	16E8
16E6 0061;	16E6
16E6 0041;	16E6
16E6 00E1;	16E6
16E7 0061;	16E7
16E7 0041;	16E7
16E7 00E1;	16E7
16E8 0061;	16E8
16E8 0041;	16E8
16E8 00E1;	16E8
16E6 0062;	16E6
16E7 0062;	16E7
16E8 0062;	16E8
1100 0021;	1100
3200 0021;	3200
3131 0021;	3131
3260 0021;	3260
FFA1 0021;	FFA1
1100 0061;	1100
1100 0041;	1100
3200 0061;	3200
3131 0061;	3131
3200 0041;	3200
3131 0041;	3131
3260 0061;	3260
3260 0041;	3260
FFA1 0061;	FFA1
FFA1 0041;	FFA1
1100 00E1;	1100
3200 00E1;	3200
3131 00E1;	3131
3260 00E1;	3260
FFA1 00E1;	FFA1
1100 0062;	1100
3200 0062;	3200
3131 0062;	3131
3260 0062;	3260
FFA1 0062;	FFA1
AC00 0021;	AC00
320E 0021;	320E
326E 0021;	326E
AC00 0061;	AC00
AC00 0041;	AC00
320E 0061;	320E
320E 0041;	320E
326E 0061;	326E
326E 0041;	326E
AC00 00E1;	AC00
320E 00E1;	320E
326E 00E1;	326E
AC00 0062;	AC00
320E 0062;	320E
326E 0062;	326E
AC01 0021;	AC01
AC01 0061;	AC01
AC01 0041;	AC01
AC01 00E1;	AC01
AC01 0062;	AC01
AC02 0021;	AC02
AC02 0061;	AC02
AC02 0041;	AC02
AC02 00E1;	AC02
AC02 0062;	AC02
AC03 0021;	AC03
AC03 0061;	AC03
AC03 0041;	AC03
AC03 00E1;	AC03
AC03 0062;	AC03
AC04 0021;	AC04
AC04 0061;	AC04
AC04 0041;	AC04
AC04 00E1;	AC04
AC04 0062;	AC04
AC05 0021;	AC05
AC05 0061;	AC05
AC05 0041;	AC05
AC05 00E1;	AC05
AC05 0062;	AC05
AC06 0021;	AC06
AC06 0061;	AC06
AC06 0041;	AC06
AC06 00E1;	AC06
AC06 0062;	AC06
AC07 0021;	AC07
AC07 0061;	AC07
AC07 0041;	AC07
AC07 00E1;	AC07
AC07 0062;	AC07
AC08 0021;	AC08
AC08 0061;	AC08
AC08 0041;	AC08
AC08 00E1;	AC08
AC08 0062;	AC08
AC09 0021;	AC09
AC09 0061;	AC09
AC09 0041;	AC09
AC09 00E1;	AC09
AC09 0062;	AC09
AC0A 0021;	AC0A
AC0A 0061;	AC0A
AC0A 0041;	AC0A
AC0A 00E1;	AC0A
AC0A 0062;	AC0A
AC0B 0021;	AC0B
AC0B 0061;	AC0B
AC0B 0041;	AC0B
AC0B 00E1;	AC0B
AC0B 0062;	AC0B
AC0C 0021;	AC0C
AC0C 0061;	AC0C
AC0C 0041;	AC0C
AC0C 00E1;	AC0C
AC0C 0062;	AC0C
AC0D 0021;	AC0D
AC0D 0061;	AC0D
AC0D 0041;	AC0D
AC0D 00E1;	AC0D
AC0D 0062;	AC0D
AC0E 0021;	AC0E
AC0E 0061;	AC0E
AC0E 0041;	AC0E
AC0E 00E1;	AC0E
AC0E 0062;	AC0E
AC0F 0021;	AC0F
AC0F 0061;	AC0F
AC0F 0041;	AC0F
AC0F 00E1;	AC0F
AC0F 0062;	AC0F
AC10 0021;	AC10
AC10 0061;	AC10
AC10 0041;	AC10
AC10 00E1;	AC10
AC10 0062;	AC10
AC11 0021;	AC11
AC11 0061;	AC11
AC11 0041;	AC11
AC11 00E1;	AC11
AC11 0062;	AC11
AC12 0021;	AC12
AC12 0061;	AC12
AC12 0041;	AC12
AC12 00E1;	AC12
AC12 0062;	AC12
AC13 0021;	AC13
AC13 0061;	AC13
AC13 0041;	AC13
AC13 00E1;	AC13
AC13 0062;	AC13
AC14 0021;	AC14
AC14 0061;	AC14
AC14 0041;	AC14
AC14 00E1;	AC14
AC14 0062;	AC14
AC15 0021;	AC15
AC15 0061;	AC15
AC15 0041;	AC15
AC15 00E1;	AC15
AC15 0062;	AC15
AC16 0021;	AC16
AC16 0061;	AC16
AC16 0041;	AC16
AC16 00E1;	AC16
AC16 0062;	AC16
AC17 0021;	AC17
AC17 0061;	AC17
AC17 0041;	AC17
AC17 00E1;	AC17
AC17 0062;	AC17
AC18 0021;	AC18
AC18 0061;	AC18
AC18 0041;	AC18
AC18 00E1;	AC18
AC18 0062;	AC18
AC19 0021;	AC19
AC19 0061;	AC19
AC19 0041;	AC19
AC19 00E1;	AC19
AC19 0062;	AC19
AC1A 0021;	AC1A
AC1A 0061;	AC1A
AC1A 0041;	AC1A
AC1A 00E1;	AC1A
AC1A 0062;	AC1A
AC1B 0021;	AC1B
AC1B 0061;	AC1B
AC1B 0041;	AC1B
AC1B 00E1;	AC1B
AC1B 0062;	AC1B
AC1C 0021;	AC1C
AC1C 0061;	AC1C
AC1C 0041;	AC1C
AC1C 00E1;	AC1C
AC1C 0062;	AC1C
AC1D 0021;	AC1D
AC1D 0061;	AC1D
AC1D 0041;	AC1D
AC1D 00E1;	AC1D
AC1D 0062;	AC1D
AC1E 0021;	AC1E
AC1E 0061;	AC1E
AC1E 0041;	AC1E
AC1E 00E1;	AC1E
AC1E 0062;	AC1E
AC1F 0021;	AC1F
AC1F 0061;	AC1F
AC1F 0041;	AC1F
AC1F 00E1;	AC1F
AC1F 0062;	AC1F
AC20 0021;	AC20
AC20 0061;	AC20
AC20 0041;	AC20
AC20 00E1;	AC20
AC20 0062;	AC20
AC21 0021;	AC21
AC21 0061;	AC21
AC21 0041;	AC21
AC21 00E1;	AC21
AC21 0062;	AC21
AC22 0021;	AC22
AC22 0061;	AC22
AC22 0041;	AC22
AC22 00E1;	AC22
AC22 0062;	AC22
AC23 0021;	AC23
AC23 0061;	AC23
AC23 0041;	AC23
AC23 00E1;	AC23
AC23 0062;	AC23
AC24 0021;	AC24
AC24 0061;	AC24
AC24 0041;	AC24
AC24 00E1;	AC24
AC24 0062;	AC24
AC25 0021;	AC25
AC25 0061;	AC25
AC25 0041;	AC25
AC25 00E1;	AC25
AC25 0062;	AC25
AC26 0021;	AC26
AC26 0061;	AC26
AC26 0041;	AC26
AC26 00E1;	AC26
AC26 0062;	AC26
AC27 0021;	AC27
AC27 0061;	AC27
AC27 0041;	AC27
AC27 00E1;	AC27
AC27 0062;	AC27
AC28 0021;	AC28
AC28 0061;	AC28
AC28 0041;	AC28
AC28 00E1;	AC28
AC28 0062;	AC28
AC29 0021;	AC29
AC29 0061;	AC29
AC29 0041;	AC29
AC29 00E1;	AC29
AC29 0062;	AC29
AC2A 0021;	AC2A
AC2A 0061;	AC2A
AC2A 0041;	AC2A
AC2A 00E1;	AC2A
AC2A 0062;	AC2A
AC2B 0021;	AC2B
AC2B 0061;	AC2B
AC2B 0041;	AC2B
AC2B 00E1;	AC2B
AC2B 0062;	AC2B
AC2C 0021;	AC2C
AC2C 0061;	AC2C
AC2C 0041;	AC2C
AC2C 00E1;	AC2C
AC2C 0062;	AC2C
AC2D 0021;	AC2D
AC2D 0061;	AC2D
AC2D 0041;	AC2D
AC2D 00E1;	AC2D
AC2D 0062;	AC2D
AC2E 0021;	AC2E
AC2E 0061;	AC2E
AC2E 0041;	AC2E
AC2E 00E1;	AC2E
AC2E 0062;	AC2E
AC2F 0021;	AC2F
AC2F 0061;	AC2F
AC2F 0041;	AC2F
AC2F 00E1;	AC2F
AC2F 0062;	AC2F
AC30 0021;	AC30
AC30 0061;	AC30
AC30 0041;	AC30
AC30 00E1;	AC30
AC30 0062;	AC30
AC31 0021;	AC31
AC31 0061;	AC31
AC31 0041;	AC31
AC31 00E1;	AC31
AC31 0062;	AC31
AC32 0021;	AC32
AC32 0061;	AC32
AC32 0041;	AC32
AC32 00E1;	AC32
AC32 0062;	AC32
1101 0021;	1101
3132 0021;	3132
FFA2 0021;	FFA2
1101 0061;	1101
1101 0041;	1101
3132 0061;	3132
3132 0041;	3132
FFA2 0061;	FFA2
FFA2 0041;	FFA2
1101 00E1;	1101
3132 00E1;	3132
FFA2 00E1;	FFA2
1101 0062;	1101
3132 0062;	3132
FFA2 0062;	FFA2
1102 0021;	1102
3201 0021;	3201
3134 0021;	3134
3261 0021;	3261
FFA4 0021;	FFA4
1102 0061;	1102
1102 0041;	1102
3201 0061;	3201
3134 0061;	3134
3201 0041;	3201
3134 0041;	3134
3261 0061;	3261
3261 0041;	3261
FFA4 0061;	FFA4
FFA4 0041;	FFA4
1102 00E1;	1102
3201 00E1;	3201
3134 00E1;	3134
3261 00E1;	3261
FFA4 00E1;	FFA4
1102 0062;	1102
3201 0062;	3201
3134 0062;	3134
3261 0062;	3261
FFA4 0062;	FFA4
320F 0021;	320F
326F 0021;	326F
320F 0061;	320F
320F 0041;	320F
326F 0061;	326F
326F 0041;	326F
320F 00E1;	320F
326F 00E1;	326F
320F 0062;	320F
326F 0062;	326F
1103 0021;	1103
3202 0021;	3202
3137 0021;	3137
3262 0021;	3262
FFA7 0021;	FFA7
1103 0061;	1103
1103 0041;	1103
3202 0061;	3202
3137 0061;	3137
3202 0041;	3202
3137 0041;	3137
3262 0061;	3262
3262 0041;	3262
FFA7 0061;	FFA7
FFA7 0041;	FFA7
1103 00E1;	1103
3202 00E1;	3202
3137 00E1;	3137
3262 00E1;	3262
FFA7 00E1;	FFA7
1103 0062;	1103
3202 0062;	3202
3137 0062;	3137
3262 0062;	3262
FFA7 0062;	FFA7
3210 0021;	3210
3270 0021;	3270
3210 0061;	3210
3210 0041;	3210
3270 0061;	3270
3270 0041;	3270
3210 00E1;	3210
3270 00E1;	3270
3210 0062;	3210
3270 0062;	3270
1104 0021;	1104
3138 0021;	3138
FFA8 0021;	FFA8
1104 0061;	1104
1104 0041;	1104
3138 0061;	3138
3138 0041;	3138
FFA8 0061;	FFA8
FFA8 0041;	FFA8
1104 00E1;	1104
3138 00E1;	3138
FFA8 00E1;	FFA8
1104 0062;	1104
3138 0062;	3138
FFA8 0062;	FFA8
1105 0021;	1105
3203 0021;	3203
3139 0021;	3139
3263 0021;	3263
FFA9 0021;	FFA9
1105 0061;	1105
1105 0041;	1105
3203 0061;	3203
3139 0061;	3139
3203 0041;	3203
3139 0041;	3139
3263 0061;	3263
