# Original file:
# IdnaMappingTable-5.2.0.txt- DRAFT
# Date: 2010-03-31 20:48:03 GMT [MD]
#
# Unicode IDNA Compatible Preprocessing (UTS #46)
# Copyright (c) 1991-2009 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr46/

# ================================================
# This file has been reformatted into syntax for the
# gennorm2 Normalizer2 data generator tool.
# Reformatting via regular expressions:
#   s/; disallowed   />FFFD/
#   s/; ignored      />/
#   s/^([^;]+)  ; valid/# \1valid/
#   s/; mapped     ; />/
#   s/^([^;]+)  ; deviation/# \1deviation/
#   s/   +(\#  [^\#]+)$/  \1/
#
# Except: Disallowed ASCII characters are passed through;
# they are handled in code.
# Deviation characters are also handled in code.
#
# A circular mapping FFFD>FFFD is avoided by rewriting the line that contains
# ..FFFD to contain ..FFFC instead.
#
# Use this file as the second gennorm2 input file after nfc.txt.
# ================================================

# 0000..002C (allow ASCII)  #  <control-0000>..COMMA
# 002D..002E  valid  #  HYPHEN-MINUS..FULL STOP
# 002F       (allow ASCII)  #  SOLIDUS
# 0030..0039  valid  #  DIGIT ZERO..DIGIT NINE
# 003A..0040 (allow ASCII)  #  COLON..COMMERCIAL AT
1D6BE         >03C7  #  MATHEMATICAL BOLD CAPITAL CHI
1D6BF         >03C8  #  MATHEMATICAL BOLD CAPITAL PSI
1D6C0         >03C9  #  MATHEMATICAL BOLD CAPITAL OMEGA
1D6C1         >2207  #  MATHEMATICAL BOLD NABLA
1D6C2         >03B1  #  MATHEMATICAL BOLD SMALL ALPHA
1D6C3         >03B2  #  MATHEMATICAL BOLD SMALL BETA
1D6C4         >03B3  #  MATHEMATICAL BOLD SMALL GAMMA
1D6C5         >03B4  #  MATHEMATICAL BOLD SMALL DELTA
1D6C6         >03B5  #  MATHEMATICAL BOLD SMALL EPSILON
1D6C7         >03B6  #  MATHEMATICAL BOLD SMALL ZETA
1D6C8         >03B7  #  MATHEMATICAL BOLD SMALL ETA
1D6C9         >03B8  #  MATHEMATICAL BOLD SMALL THETA
1D6CA         >03B9  #  MATHEMATICAL BOLD SMALL IOTA
1D6CB         >03BA  #  MATHEMATICAL BOLD SMALL KAPPA
1D6CC         >03BB  #  MATHEMATICAL BOLD SMALL LAMDA
1D6CD         >03BC  #  MATHEMATICAL BOLD SMALL MU
1D6CE         >03BD  #  MATHEMATICAL BOLD SMALL NU
1D6CF         >03BE  #  MATHEMATICAL BOLD SMALL XI
1D6D0         >03BF  #  MATHEMATICAL BOLD SMALL OMICRON
1D6D1         >03C0  #  MATHEMATICAL BOLD SMALL PI
1D6D2         >03C1  #  MATHEMATICAL BOLD SMALL RHO
1D6D3..1D6D4  >03C3  #  MATHEMATICAL BOLD SMALL FINAL SIGMA..MATHEMATICAL BOLD SMALL SIGMA
1D6D5         >03C4  #  MATHEMATICAL BOLD SMALL TAU
1D6D6         >03C5  #  MATHEMATICAL BOLD SMALL UPSILON
1D6D7         >03C6  #  MATHEMATICAL BOLD SMALL PHI
1D6D8         >03C7  #  MATHEMATICAL BOLD SMALL CHI
1D6D9         >03C8  #  MATHEMATICAL BOLD SMALL PSI
1D6DA         >03C9  #  MATHEMATICAL BOLD SMALL OMEGA
1D6DB         >2202  #  MATHEMATICAL BOLD PARTIAL DIFFERENTIAL
1D6DC         >03B5  #  MATHEMATICAL BOLD EPSILON SYMBOL
1D6DD         >03B8  #  MATHEMATICAL BOLD THETA SYMBOL
1D6DE         >03BA  #  MATHEMATICAL BOLD KAPPA SYMBOL
1D6DF         >03C6  #  MATHEMATICAL BOLD PHI SYMBOL
1D6E0         >03C1  #  MATHEMATICAL BOLD RHO SYMBOL
1D6E1         >03C0  #  MATHEMATICAL BOLD PI SYMBOL
1D6E2         >03B1  #  MATHEMATICAL ITALIC CAPITAL ALPHA
1D6E3         >03B2  #  MATHEMATICAL ITALIC CAPITAL BETA
1D6E4         >03B3  #  MATHEMATICAL ITALIC CAPITAL GAMMA
1D6E5         >03B4  #  MATHEMATICAL ITALIC CAPITAL DELTA
1D6E6         >03B5  #  MATHEMATICAL ITALIC CAPITAL EPSILON
1D6E7         >03B6  #  MATHEMATICAL ITALIC CAPITAL ZETA
1D6E8         >03B7  #  MATHEMATICAL ITALIC CAPITAL ETA
1D6E9         >03B8  #  MATHEMATICAL ITALIC CAPITAL THETA
1D6EA         >03B9  #  MATHEMATICAL ITALIC CAPITAL IOTA
1D6EB         >03BA  #  MATHEMATICAL ITALIC CAPITAL KAPPA
1D6EC         >03BB  #  MATHEMATICAL ITALIC CAPITAL LAMDA
1D6ED         >03BC  #  MATHEMATICAL ITALIC CAPITAL MU
1D6EE         >03BD  #  MATHEMATICAL ITALIC CAPITAL NU
1D6EF         >03BE  #  MATHEMATICAL ITALIC CAPITAL XI
1D6F0         >03BF  #  MATHEMATICAL ITALIC CAPITAL OMICRON
1D6F1         >03C0  #  MATHEMATICAL ITALIC CAPITAL PI
1D6F2         >03C1  #  MATHEMATICAL ITALIC CAPITAL RHO
1D6F3         >03B8  #  MATHEMATICAL ITALIC CAPITAL THETA SYMBOL
1D6F4         >03C3  #  MATHEMATICAL ITALIC CAPITAL SIGMA
1D6F5         >03C4  #  MATHEMATICAL ITALIC CAPITAL TAU
1D6F6         >03C5  #  MATHEMATICAL ITALIC CAPITAL UPSILON
1D6F7         >03C6  #  MATHEMATICAL ITALIC CAPITAL PHI
1D6F8         >03C7  #  MATHEMATICAL ITALIC CAPITAL CHI
1D6F9         >03C8  #  MATHEMATICAL ITALIC CAPITAL PSI
1D6FA         >03C9  #  MATHEMATICAL ITALIC CAPITAL OMEGA
1D6FB         >2207  #  MATHEMATICAL ITALIC NABLA
1D6FC         >03B1  #  MATHEMATICAL ITALIC SMALL ALPHA
1D6FD         >03B2  #  MATHEMATICAL ITALIC SMALL BETA
1D6FE         >03B3  #  MATHEMATICAL ITALIC SMALL GAMMA
1D6FF         >03B4  #  MATHEMATICAL ITALIC SMALL DELTA
1D700         >03B5  #  MATHEMATICAL ITALIC SMALL EPSILON
1D701         >03B6  #  MATHEMATICAL ITALIC SMALL ZETA
1D702         >03B7  #  MATHEMATICAL ITALIC SMALL ETA
1D703         >03B8  #  MATHEMATICAL ITALIC SMALL THETA
1D704         >03B9  #  MATHEMATICAL ITALIC SMALL IOTA
1D705         >03BA  #  MATHEMATICAL ITALIC SMALL KAPPA
1D706         >03BB  #  MATHEMATICAL ITALIC SMALL LAMDA
1D707         >03BC  #  MATHEMATICAL ITALIC SMALL MU
1D708         >03BD  #  MATHEMATICAL ITALIC SMALL NU
1D709         >03BE  #  MATHEMATICAL ITALIC SMALL XI
1D70A         >03BF  #  MATHEMATICAL ITALIC SMALL OMICRON
1D70B         >03C0  #  MATHEMATICAL ITALIC SMALL PI
1D70C         >03C1  #  MATHEMATICAL ITALIC SMALL RHO
1D70D..1D70E  >03C3  #  MATHEMATICAL ITALIC SMALL FINAL SIGMA..MATHEMATICAL ITALIC SMALL SIGMA
1D70F         >03C4  #  MATHEMATICAL ITALIC SMALL TAU
1D710         >03C5  #  MATHEMATICAL ITALIC SMALL UPSILON
1D711         >03C6  #  MATHEMATICAL ITALIC SMALL PHI
1D712         >03C7  #  MATHEMATICAL ITALIC SMALL CHI
1D713         >03C8  #  MATHEMATICAL ITALIC SMALL PSI
1D714         >03C9  #  MATHEMATICAL ITALIC SMALL OMEGA
1D715         >2202  #  MATHEMATICAL ITALIC PARTIAL DIFFERENTIAL
1D716         >03B5  #  MATHEMATICAL ITALIC EPSILON SYMBOL
1D717         >03B8  #  MATHEMATICAL ITALIC THETA SYMBOL
1D718         >03BA  #  MATHEMATICAL ITALIC KAPPA SYMBOL
1D719         >03C6  #  MATHEMATICAL ITALIC PHI SYMBOL
1D71A         >03C1  #  MATHEMATICAL ITALIC RHO SYMBOL
1D71B         >03C0  #  MATHEMATICAL ITALIC PI SYMBOL
1D71C         >03B1  #  MATHEMATICAL BOLD ITALIC CAPITAL ALPHA
1D71D         >03B2  #  MATHEMATICAL BOLD ITALIC CAPITAL BETA
1D71E         >03B3  #  MATHEMATICAL BOLD ITALIC CAPITAL GAMMA
1D71F         >03B4  #  MATHEMATICAL BOLD ITALIC CAPITAL DELTA
1D720         >03B5  #  MATHEMATICAL BOLD ITALIC CAPITAL EPSILON
1D721         >03B6  #  MATHEMATICAL BOLD ITALIC CAPITAL ZETA
1D722         >03B7  #  MATHEMATICAL BOLD ITALIC CAPITAL ETA
1D723         >03B8  #  MATHEMATICAL BOLD ITALIC CAPITAL THETA
1D724         >03B9  #  MATHEMATICAL BOLD ITALIC CAPITAL IOTA
1D725         >03BA  #  MATHEMATICAL BOLD ITALIC CAPITAL KAPPA
1D726         >03BB  #  MATHEMATICAL BOLD ITALIC CAPITAL LAMDA
1D727         >03BC  #  MATHEMATICAL BOLD ITALIC CAPITAL MU
1D728         >03BD  #  MATHEMATICAL BOLD ITALIC CAPITAL NU
1D729         >03BE  #  MATHEMATICAL BOLD ITALIC CAPITAL XI
1D72A         >03BF  #  MATHEMATICAL BOLD ITALIC CAPITAL OMICRON
1D72B         >03C0  #  MATHEMATICAL BOLD ITALIC CAPITAL PI
1D72C         >03C1  #  MATHEMATICAL BOLD ITALIC CAPITAL RHO
1D72D         >03B8  #  MATHEMATICAL BOLD ITALIC CAPITAL THETA SYMBOL
1D72E         >03C3  #  MATHEMATICAL BOLD ITALIC CAPITAL SIGMA
1D72F         >03C4  #  MATHEMATICAL BOLD ITALIC CAPITAL TAU
1D730         >03C5  #  MATHEMATICAL BOLD ITALIC CAPITAL UPSILON
1D731         >03C6  #  MATHEMATICAL BOLD ITALIC CAPITAL PHI
1D732         >03C7  #  MATHEMATICAL BOLD ITALIC CAPITAL CHI
1D733         >03C8  #  MATHEMATICAL BOLD ITALIC CAPITAL PSI
1D734         >03C9  #  MATHEMATICAL BOLD ITALIC CAPITAL OMEGA
1D735         >2207  #  MATHEMATICAL BOLD ITALIC NABLA
1D736         >03B1  #  MATHEMATICAL BOLD ITALIC SMALL ALPHA
1D737         >03B2  #  MATHEMATICAL BOLD ITALIC SMALL BETA
1D738         >03B3  #  MATHEMATICAL BOLD ITALIC SMALL GAMMA
1D739         >03B4  #  MATHEMATICAL BOLD ITALIC SMALL DELTA
1D73A         >03B5  #  MATHEMATICAL BOLD ITALIC SMALL EPSILON
1D73B         >03B6  #  MATHEMATICAL BOLD ITALIC SMALL ZETA
1D73C         >03B7  #  MATHEMATICAL BOLD ITALIC SMALL ETA
1D73D         >03B8  #  MATHEMATICAL BOLD ITALIC SMALL THETA
1D73E         >03B9  #  MATHEMATICAL BOLD ITALIC SMALL IOTA
1D73F         >03BA  #  MATHEMATICAL BOLD ITALIC SMALL KAPPA
1D740         >03BB  #  MATHEMATICAL BOLD ITALIC SMALL LAMDA
1D741         >03BC  #  MATHEMATICAL BOLD ITALIC SMALL MU
1D742         >03BD  #  MATHEMATICAL BOLD ITALIC SMALL NU
1D743         >03BE  #  MATHEMATICAL BOLD ITALIC SMALL XI
1D744         >03BF  #  MATHEMATICAL BOLD ITALIC SMALL OMICRON
1D745         >03C0  #  MATHEMATICAL BOLD ITALIC SMALL PI
1D746         >03C1  #  MATHEMATICAL BOLD ITALIC SMALL RHO
1D747..1D748  >03C3  #  MATHEMATICAL BOLD ITALIC SMALL FINAL SIGMA..MATHEMATICAL BOLD ITALIC SMALL SIGMA
1D749         >03C4  #  MATHEMATICAL BOLD ITALIC SMALL TAU
1D74A         >03C5  #  MATHEMATICAL BOLD ITALIC SMALL UPSILON
1D74B         >03C6  #  MATHEMATICAL BOLD ITALIC SMALL PHI
1D74C         >03C7  #  MATHEMATICAL BOLD ITALIC SMALL CHI
1D74D         >03C8  #  MATHEMATICAL BOLD ITALIC SMALL PSI
1D74E         >03C9  #  MATHEMATICAL BOLD ITALIC SMALL OMEGA
1D74F         >2202  #  MATHEMATICAL BOLD ITALIC PARTIAL DIFFERENTIAL
1D750         >03B5  #  MATHEMATICAL BOLD ITALIC EPSILON SYMBOL
1D751         >03B8  #  MATHEMATICAL BOLD ITALIC THETA SYMBOL
1D752         >03BA  #  MATHEMATICAL BOLD ITALIC KAPPA SYMBOL
1D753         >03C6  #  MATHEMATICAL BOLD ITALIC PHI SYMBOL
1D754         >03C1  #  MATHEMATICAL BOLD ITALIC RHO SYMBOL
1D755         >03C0  #  MATHEMATICAL BOLD ITALIC PI SYMBOL
1D756         >03B1  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL ALPHA
1D757         >03B2  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL BETA
1D758         >03B3  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL GAMMA
1D759         >03B4  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL DELTA
1D75A         >03B5  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL EPSILON
1D75B         >03B6  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL ZETA
1D75C         >03B7  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL ETA
1D75D         >03B8  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL THETA
1D75E         >03B9  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL IOTA
1D75F         >03BA  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL KAPPA
1D760         >03BB  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL LAMDA
1D761         >03BC  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL MU
1D762         >03BD  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL NU
1D763         >03BE  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL XI
1D764         >03BF  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL OMICRON
1D765         >03C0  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL PI
1D766         >03C1  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL RHO
1D767         >03B8  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL THETA SYMBOL
1D768         >03C3  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL SIGMA
1D769         >03C4  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL TAU
1D76A         >03C5  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL UPSILON
1D76B         >03C6  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL PHI
1D76C         >03C7  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL CHI
1D76D         >03C8  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL PSI
1D76E         >03C9  #  MATHEMATICAL SANS-SERIF BOLD CAPITAL OMEGA
1D76F         >2207  #  MATHEMATICAL SANS-SERIF BOLD NABLA
1D770         >03B1  #  MATHEMATICAL SANS-SERIF BOLD SMALL ALPHA
1D771         >03B2  #  MATHEMATICAL SANS-SERIF BOLD SMALL BETA
1D772         >03B3  #  MATHEMATICAL SANS-SERIF BOLD SMALL GAMMA
1D773         >03B4  #  MATHEMATICAL SANS-SERIF BOLD SMALL DELTA
1D774         >03B5  #  MATHEMATICAL SANS-SERIF BOLD SMALL EPSILON
1D775         >03B6  #  MATHEMATICAL SANS-SERIF BOLD SMALL ZETA
1D776         >03B7  #  MATHEMATICAL SANS-SERIF BOLD SMALL ETA
1D777         >03B8  #  MATHEMATICAL SANS-SERIF BOLD SMALL THETA
1D778         >03B9  #  MATHEMATICAL SANS-SERIF BOLD SMALL IOTA
1D779         >03BA  #  MATHEMATICAL SANS-SERIF BOLD SMALL KAPPA
1D77A         >03BB  #  MATHEMATICAL SANS-SERIF BOLD SMALL LAMDA
1D77B         >03BC  #  MATHEMATICAL SANS-SERIF BOLD SMALL MU
1D77C         >03BD  #  MATHEMATICAL SANS-SERIF BOLD SMALL NU
1D77D         >03BE  #  MATHEMATICAL SANS-SERIF BOLD SMALL XI
1D77E         >03BF  #  MATHEMATICAL SANS-SERIF BOLD SMALL OMICRON
1D77F         >03C0  #  MATHEMATICAL SANS-SERIF BOLD SMALL PI
1D780         >03C1  #  MATHEMATICAL SANS-SERIF BOLD SMALL RHO
1D781..1D782  >03C3  #  MATHEMATICAL SANS-SERIF BOLD SMALL FINAL SIGMA..MATHEMATICAL SANS-SERIF BOLD SMALL SIGMA
1D783         >03C4  #  MATHEMATICAL SANS-SERIF BOLD SMALL TAU
1D784         >03C5  #  MATHEMATICAL SANS-SERIF BOLD SMALL UPSILON
1D785         >03C6  #  MATHEMATICAL SANS-SERIF BOLD SMALL PHI
1D786         >03C7  #  MATHEMATICAL SANS-SERIF BOLD SMALL CHI
1D787         >03C8  #  MATHEMATICAL SANS-SERIF BOLD SMALL PSI
1D788         >03C9  #  MATHEMATICAL SANS-SERIF BOLD SMALL OMEGA
1D789         >2202  #  MATHEMATICAL SANS-SERIF BOLD PARTIAL DIFFERENTIAL
1D78A         >03B5  #  MATHEMATICAL SANS-SERIF BOLD EPSILON SYMBOL
1D78B         >03B8  #  MATHEMATICAL SANS-SERIF BOLD THETA SYMBOL
1D78C         >03BA  #  MATHEMATICAL SANS-SERIF BOLD KAPPA SYMBOL
1D78D         >03C6  #  MATHEMATICAL SANS-SERIF BOLD PHI SYMBOL
1D78E         >03C1  #  MATHEMATICAL SANS-SERIF BOLD RHO SYMBOL
1D78F         >03C0  #  MATHEMATICAL SANS-SERIF BOLD PI SYMBOL
1D790         >03B1  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL ALPHA
1D791         >03B2  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL BETA
1D792         >03B3  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL GAMMA
1D793         >03B4  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL DELTA
1D794         >03B5  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL EPSILON
1D795         >03B6  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL ZETA
1D796         >03B7  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL ETA
1D797         >03B8  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL THETA
1D798         >03B9  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL IOTA
1D799         >03BA  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL KAPPA
1D79A         >03BB  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL LAMDA
1D79B         >03BC  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL MU
1D79C         >03BD  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL NU
1D79D         >03BE  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL XI
1D79E         >03BF  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL OMICRON
1D79F         >03C0  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL PI
1D7A0         >03C1  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL RHO
1D7A1         >03B8  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL THETA SYMBOL
1D7A2         >03C3  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL SIGMA
1D7A3         >03C4  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL TAU
1D7A4         >03C5  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL UPSILON
1D7A5         >03C6  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL PHI
1D7A6         >03C7  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL CHI
1D7A7         >03C8  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL PSI
1D7A8         >03C9  #  MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL OMEGA
1D7A9         >2207  #  MATHEMATICAL SANS-SERIF BOLD ITALIC NABLA
1D7AA         >03B1  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL ALPHA
1D7AB         >03B2  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL BETA
1D7AC         >03B3  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL GAMMA
1D7AD         >03B4  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL DELTA
1D7AE         >03B5  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL EPSILON
1D7AF         >03B6  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL ZETA
1D7B0         >03B7  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL ETA
1D7B1         >03B8  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL THETA
1D7B2         >03B9  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL IOTA
1D7B3         >03BA  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL KAPPA
1D7B4         >03BB  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL LAMDA
1D7B5         >03BC  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL MU
1D7B6         >03BD  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL NU
1D7B7         >03BE  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL XI
1D7B8         >03BF  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL OMICRON
1D7B9         >03C0  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL PI
1D7BA         >03C1  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL RHO
1D7BB..1D7BC  >03C3  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL FINAL SIGMA..MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL SIGMA
1D7BD         >03C4  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL TAU
1D7BE         >03C5  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL UPSILON
1D7BF         >03C6  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL PHI
1D7C0         >03C7  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL CHI
1D7C1         >03C8  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL PSI
1D7C2         >03C9  #  MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL OMEGA
1D7C3         >2202  #  MATHEMATICAL SANS-SERIF BOLD ITALIC PARTIAL DIFFERENTIAL
1D7C4         >03B5  #  MATHEMATICAL SANS-SERIF BOLD ITALIC EPSILON SYMBOL
1D7C5         >03B8  #  MATHEMATICAL SANS-SERIF BOLD ITALIC THETA SYMBOL
1D7C6         >03BA  #  MATHEMATICAL SANS-SERIF BOLD ITALIC KAPPA SYMBOL
1D7C7         >03C6  #  MATHEMATICAL SANS-SERIF BOLD ITALIC PHI SYMBOL
1D7C8         >03C1  #  MATHEMATICAL SANS-SERIF BOLD ITALIC RHO SYMBOL
1D7C9         >03C0  #  MATHEMATICAL SANS-SERIF BOLD ITALIC PI SYMBOL
1D7CA..1D7CB  >03DD  #  MATHEMATICAL BOLD CAPITAL DIGAMMA..MATHEMATICAL BOLD SMALL DIGAMMA
1D7CC..1D7CD  >FFFD  #  <reserved-1D7CC>..<reserved-1D7CD>
1D7CE         >0030  #  MATHEMATICAL BOLD DIGIT ZERO
1D7CF         >0031  #  MATHEMATICAL BOLD DIGIT ONE
1D7D0         >0032  #  MATHEMATICAL BOLD DIGIT TWO
1D7D1         >0033  #  MATHEMATICAL BOLD DIGIT THREE
1D7D2         >0034  #  MATHEMATICAL BOLD DIGIT FOUR
1D7D3         >0035  #  MATHEMATICAL BOLD DIGIT FIVE
1D7D4         >0036  #  MATHEMATICAL BOLD DIGIT SIX
1D7D5         >0037  #  MATHEMATICAL BOLD DIGIT SEVEN
1D7D6         >0038  #  MATHEMATICAL BOLD DIGIT EIGHT
1D7D7         >0039  #  MATHEMATICAL BOLD DIGIT NINE
1D7D8         >0030  #  MATHEMATICAL DOUBLE-STRUCK DIGIT ZERO
1D7D9         >0031  #  MATHEMATICAL DOUBLE-STRUCK DIGIT ONE
1D7DA         >0032  #  MATHEMATICAL DOUBLE-STRUCK DIGIT TWO
1D7DB         >0033  #  MATHEMATICAL DOUBLE-STRUCK DIGIT THREE
1D7DC         >0034  #  MATHEMATICAL DOUBLE-STRUCK DIGIT FOUR
1D7DD         >0035  #  MATHEMATICAL DOUBLE-STRUCK DIGIT FIVE
1D7DE         >0036  #  MATHEMATICAL DOUBLE-STRUCK DIGIT SIX
1D7DF         >0037  #  MATHEMATICAL DOUBLE-STRUCK DIGIT SEVEN
1D7E0         >0038  #  MATHEMATICAL DOUBLE-STRUCK DIGIT EIGHT
1D7E1         >0039  #  MATHEMATICAL DOUBLE-STRUCK DIGIT NINE
1D7E2         >0030  #  MATHEMATICAL SANS-SERIF DIGIT ZERO
1D7E3         >0031  #  MATHEMATICAL SANS-SERIF DIGIT ONE
1D7E4         >0032  #  MATHEMATICAL SANS-SERIF DIGIT TWO
1D7E5         >0033  #  MATHEMATICAL SANS-SERIF DIGIT THREE
1D7E6         >0034  #  MATHEMATICAL SANS-SERIF DIGIT FOUR
1D7E7         >0035  #  MATHEMATICAL SANS-SERIF DIGIT FIVE
1D7E8         >0036  #  MATHEMATICAL SANS-SERIF DIGIT SIX
1D7E9         >0037  #  MATHEMATICAL SANS-SERIF DIGIT SEVEN
1D7EA         >0038  #  MATHEMATICAL SANS-SERIF DIGIT EIGHT
1D7EB         >0039  #  MATHEMATICAL SANS-SERIF DIGIT NINE
1D7EC         >0030  #  MATHEMATICAL SANS-SERIF BOLD DIGIT ZERO
1D7ED         >0031  #  MATHEMATICAL SANS-SERIF BOLD DIGIT ONE
1D7EE         >0032  #  MATHEMATICAL SANS-SERIF BOLD DIGIT TWO
1D7EF         >0033  #  MATHEMATICAL SANS-SERIF BOLD DIGIT THREE
1D7F0         >0034  #  MATHEMATICAL SANS-SERIF BOLD DIGIT FOUR
1D7F1         >0035  #  MATHEMATICAL SANS-SERIF BOLD DIGIT FIVE
1D7F2         >0036  #  MATHEMATICAL SANS-SERIF BOLD DIGIT SIX
1D7F3         >0037  #  MATHEMATICAL SANS-SERIF BOLD DIGIT SEVEN
1D7F4         >0038  #  MATHEMATICAL SANS-SERIF BOLD DIGIT EIGHT
1D7F5         >0039  #  MATHEMATICAL SANS-SERIF BOLD DIGIT NINE
1D7F6         >0030  #  MATHEMATICAL MONOSPACE DIGIT ZERO
1D7F7         >0031  #  MATHEMATICAL MONOSPACE DIGIT ONE
1D7F8         >0032  #  MATHEMATICAL MONOSPACE DIGIT TWO
1D7F9         >0033  #  MATHEMATICAL MONOSPACE DIGIT THREE
1D7FA         >0034  #  MATHEMATICAL MONOSPACE DIGIT FOUR
1D7FB         >0035  #  MATHEMATICAL MONOSPACE DIGIT FIVE
1D7FC         >0036  #  MATHEMATICAL MONOSPACE DIGIT SIX
1D7FD         >0037  #  MATHEMATICAL MONOSPACE DIGIT SEVEN
1D7FE         >0038  #  MATHEMATICAL MONOSPACE DIGIT EIGHT
1D7FF         >0039  #  MATHEMATICAL MONOSPACE DIGIT NINE
1D800..1EFFF  >FFFD  #  <reserved-1D800>..<reserved-1EFFF>
# 1F000..1F02Bvalid  #  MAHJONG TILE EAST WIND..MAHJONG TILE BACK
1F02C..1F02F  >FFFD  #  <reserved-1F02C>..<reserved-1F02F>
# 1F030..1F093valid  #  DOMINO TILE HORIZONTAL BACK..DOMINO TILE VERTICAL-06-06
1F094..1F0FF  >FFFD  #  <reserved-1F094>..<reserved-1F0FF>
1F100..1F10A  >FFFD  #  DIGIT ZERO FULL STOP..DIGIT NINE COMMA
1F10B..1F10F  >FFFD  #  <reserved-1F10B>..<reserved-1F10F>
1F110..1F129  >FFFD  #  PARENTHESIZED LATIN CAPITAL LETTER A..PARENTHESIZED LATIN CAPITAL LETTER Z
